,FISV,KLAC,NTDOY,LRCX,TCOM,CRM,NTES,CERN,SWKS,ICE,MSTR,XLNX,AMD,ANSS,MU,LPSN,MELI,ONTO,ASML,NVDA,BKNG,GOOGL,ADI,AEIS,BIDU,EBAY,AAPL,CDNS,ATVI,AMZN,TSM,MRVL,CSCO,EGHT,INTC,EXAS,MSFT,ORCL,IDXX,PAYX,ADSK,ADP,MXIM,MCHP,DIOD,QCOM,INTU,TXN,POWI,CHKP,ADBE,AMAT,SNPS,NFLX,FORM,EA,MTCH,AVGO,IRDM,SPSC,TSLA,NXPI,PACB,PRLB,FB,SPLK,IOVA,WDAY,FATE,TWOU,TWTR,JD,BABA,SQ,PSTG,TEAM,PYPL,SHOP,TDOC,NVTA,ALRM,Z,NTLA,TWLO,CRSP,OKTA,SPOT,DOCU,ROKU,SE,NIO,GH,TWST,BNGO,UBER,ZM,PDD,PD,TXG,PTON,VIR,BEAM,OCFT,RLAY,BEKE,U,PLTR
POWI,0.009483632,0.014640773,0.012528612,0.014171965,0.012341764,0.015227208,0.013699902,0.013789082,0.01241683,0.010277032,0.016015597,0.014533185,0.009026338,0.013041788,0.010863601,0.007047585,0.010536919,0.01369123,0.013316163,0.013342481,0.014447031,0.014829613,0.012892787,0.012594456,0.012024335,0.014947569,0.012670772,0.014738723,0.013647428,0.014000825,0.012816142,0.014273675,0.012639971,0.009763248,0.013140191,0.004560768,0.016203469,0.015423956,0.011857749,0.013455746,0.011071831,0.012564979,0.014696604,0.0077322274,0.011621745,0.010643278,0.01486939,0.01614624,0.016644891,0.014387484,0.014918402,0.013783076,0.015221899,0.012005128,0.012672374,0.014154557,0.011108201,0.012083445,0.008541064,0.01474216,0.0043524774,0.012326007,0.009203482,0.011445991,0.014596545,0.009423171,0.0021593901,0.009104968,0.0031117178,0.002881819,0.009276827,0.011672833,0.012620565,0.0046476386,0.007855733,0.010249702,0.013186973,0.0106610665,0.012400296,0.0011309797,0.0126073565,0.009191124,0.0041635395,0.0079652965,0.0026755128,0.007305622,0.010458835,0.01153858,0.0039568627,0.00754771,-0.0054381834,0.008038865,0.009241666,-0.0013213535,0.012857738,0.012602213,0.008613427,0.009767666,0.010160487,0.0049780835,0.0064935773,0.0074100783,0.00847345,0.008564017,0.0060695694,0.010644842,0.009483632
CHKP,0.0024363603,0.0069338195,0.0056809625,0.006745627,0.005099917,0.007890301,0.007801546,0.0055930875,0.0053141154,0.0015183575,0.009032822,0.0061552143,0.0020006215,0.0049901176,0.0029360177,-0.0017019091,0.0022801403,0.00573883,0.005560902,0.0062051425,0.006312784,0.007140483,0.0052098213,0.0047495253,0.0046401396,0.0074625863,0.0058715045,0.006819087,0.0069898097,0.0067914883,0.005041943,0.008262479,0.004262831,0.0021356326,0.004832644,-0.002953106,0.008371362,0.007413443,0.004151919,0.0042512054,0.0037853802,0.003301423,0.007685465,0.00021363003,0.0044618715,0.003509638,0.0061078276,0.008694887,0.009983582,0.006689149,0.0070095183,0.006469366,0.007435687,0.004898194,0.0051963357,0.0070048785,0.002856737,0.003690023,0.0007724138,0.006808663,-0.0010975057,0.005238342,0.0029703174,0.003694553,0.007053368,0.0018760897,-0.0048417877,0.000973125,-0.005324018,-0.0034440951,0.0017140824,0.00467587,0.0055438364,-0.0025119055,0.00059102057,0.0022588968,0.0047993995,0.0026263548,0.0058689527,-0.0057332464,0.0049548,0.0020516277,-0.002677765,0.00067996886,-0.004314839,-0.00044647418,0.0043129884,0.004883659,-0.0024841437,-0.00015451806,-0.010178741,0.00012668874,0.0022618482,-0.008987322,0.0064498195,0.0065233503,0.0032555657,0.0022067814,0.0026547872,-0.00278311,-0.00045492593,4.6825968e-05,0.0010741325,0.0015940792,-0.0015663262,0.003732883,0.0024363603
ADBE,0.0073702903,0.012625204,0.010534136,0.012222594,0.010672506,0.0133551825,0.011972869,0.011729258,0.010488071,0.0079186605,0.014368206,0.012525533,0.0068912124,0.01092272,0.008693084,0.004739141,0.0082131475,0.011639421,0.011225229,0.011359021,0.012348887,0.012779582,0.010968992,0.010477988,0.009968696,0.013070995,0.010817463,0.012777693,0.011852805,0.012010879,0.010714169,0.012633612,0.0105188675,0.007752697,0.011012486,0.0024141325,0.0142540205,0.013517031,0.009834132,0.011300277,0.008961147,0.010297447,0.012842257,0.0056479964,0.009732868,0.0085867895,0.0127186235,0.014348754,0.015004096,0.012531259,0.012888689,0.011832535,0.013314551,0.009886598,0.010710346,0.012116177,0.008963852,0.009934067,0.0064379266,0.012825784,0.00232808,0.010367579,0.0074764392,0.009354428,0.012602712,0.0072871894,-0.00030448101,0.0069951834,0.0004977491,0.0006585992,0.0072559854,0.009832001,0.010602489,0.0023312955,0.00572987,0.008035437,0.010981697,0.0084842825,0.010617324,-0.0010828946,0.0106694205,0.0071488945,0.0019358862,0.005862048,0.0003198397,0.0049953787,0.008699714,0.00966899,0.0019027514,0.0053143306,-0.007538705,0.0059325257,0.0071885623,-0.0035058819,0.011063776,0.010918268,0.006737327,0.007788305,0.008179589,0.0026838635,0.004196464,0.0052505317,0.0063167177,0.0065600215,0.0038547576,0.008622153,0.0073702903
AMAT,0.0078099687,0.012962247,0.01102943,0.012710688,0.011100579,0.013459086,0.0122886505,0.011888995,0.0110541815,0.008109263,0.014319264,0.012915196,0.00760023,0.01128611,0.009194161,0.0054536657,0.008528394,0.012013705,0.011332742,0.011666573,0.012792054,0.01291904,0.01108305,0.010832447,0.010157009,0.013309473,0.011039917,0.01303636,0.012022704,0.012391825,0.0109574795,0.012878148,0.010918607,0.008211732,0.011502226,0.0036865696,0.014297682,0.013611339,0.010408822,0.011760332,0.009358807,0.01084713,0.013130453,0.0064313184,0.010543588,0.008915497,0.013085011,0.014620935,0.015335647,0.0125762215,0.013028389,0.012241169,0.013410139,0.010295806,0.011172838,0.012428133,0.009893483,0.01015867,0.006709262,0.013061087,0.003366698,0.010581218,0.008010474,0.009905788,0.01266542,0.0077649765,0.00049991254,0.007482983,0.0011643902,0.001557596,0.008142181,0.010518768,0.010841208,0.0031815004,0.006144261,0.008165798,0.011220122,0.009076423,0.0110212695,0.00012363377,0.011185653,0.0076292595,0.0025301198,0.0064628962,0.0010748142,0.005470683,0.009089434,0.009807009,0.0029309518,0.0057306224,-0.0058269016,0.006663544,0.0074024145,-0.0022452883,0.01169111,0.011347208,0.007067375,0.008321533,0.008661539,0.0036344794,0.0050427928,0.005872647,0.0071161017,0.007127793,0.0045299428,0.008963021,0.0078099687
SNPS,0.008630995,0.01435582,0.012189891,0.013987824,0.01221195,0.015048973,0.013531664,0.013334347,0.012096004,0.009238013,0.016073516,0.014234822,0.008312432,0.012526175,0.010180648,0.005940213,0.009591721,0.013283718,0.012779822,0.012939435,0.014051859,0.014423327,0.012456604,0.012008314,0.011400448,0.014771742,0.012321159,0.014420168,0.013388123,0.013723634,0.01227241,0.014157943,0.012072096,0.009074422,0.012654965,0.003560021,0.015989112,0.015203489,0.01138061,0.0129456585,0.010416445,0.01197128,0.014496601,0.006883526,0.011530814,0.009971119,0.014435911,0.016153729,0.016834436,0.014101939,0.014500654,0.013509447,0.015001957,0.011441687,0.012389226,0.013739317,0.0105665,0.011417603,0.007736061,0.014476866,0.0035520727,0.011883172,0.0089212,0.010876165,0.014204991,0.008579977,0.0005690716,0.008249291,0.0014033397,0.0016920473,0.008665635,0.011432067,0.012118651,0.0033550197,0.006823372,0.009301602,0.012567559,0.009967328,0.012219113,-1.152535e-05,0.012216519,0.008360198,0.0029763822,0.0070808455,0.0011552824,0.0061553437,0.010025094,0.010995071,0.0030181482,0.006541623,-0.006806219,0.007226182,0.008454703,-0.002701568,0.0127228685,0.012377103,0.007992122,0.008963227,0.009415518,0.0037036734,0.0053523695,0.0064055296,0.007577887,0.007706511,0.0049455306,0.009956783,0.008630995
NFLX,0.0074540256,0.013073226,0.010629794,0.012501193,0.010460319,0.013977568,0.012135653,0.0124170305,0.010737538,0.008751982,0.01484826,0.0128426775,0.0071949875,0.011397919,0.008972998,0.0055157393,0.008838549,0.012089523,0.011797163,0.011674794,0.012886756,0.0133764045,0.011487893,0.010905353,0.010182664,0.01343671,0.011325358,0.013323612,0.012060634,0.012412533,0.01130689,0.012900941,0.011043129,0.008373495,0.011548609,0.0026420658,0.014902306,0.013930732,0.010410264,0.011971467,0.00944013,0.010939778,0.01311229,0.0058674538,0.009718908,0.008811611,0.013403261,0.014774398,0.015321044,0.013166477,0.013500729,0.012128573,0.013847646,0.010216144,0.0110568,0.012478634,0.009302465,0.0104625905,0.0067542233,0.013298351,0.0022003518,0.010873531,0.0076017175,0.009670136,0.01306719,0.007751029,-0.00026810775,0.0075894278,0.000718914,0.00045936625,0.007309371,0.010002514,0.010966333,0.0026797662,0.0059022084,0.008671765,0.011593792,0.009091412,0.0108632725,-0.0013031869,0.011018135,0.0074946433,0.0013375026,0.0064034835,-4.869979e-05,0.005435587,0.008798321,0.010282541,0.00172766,0.005573878,-0.00868608,0.006032952,0.0074603464,-0.0042140973,0.010925144,0.011179158,0.006607532,0.007880703,0.008725728,0.0029489845,0.0041077314,0.0050927694,0.006694987,0.0064585325,0.0041894023,0.008740908,0.0074540256
FORM,0.008588554,0.0140158245,0.011997769,0.013706956,0.01169474,0.014502106,0.013238139,0.012907638,0.0119657945,0.009046019,0.015254636,0.013833814,0.008535708,0.012272117,0.010079421,0.006277018,0.009500634,0.012990478,0.012373014,0.012666272,0.013837733,0.014024817,0.011943797,0.011813838,0.011060175,0.014285545,0.011995233,0.01405725,0.012926677,0.0134643745,0.011965148,0.013806534,0.011865578,0.009079933,0.012492943,0.0042895456,0.01539836,0.014552551,0.011356401,0.012688132,0.010355293,0.011798738,0.0141208265,0.0071313893,0.011331411,0.009822841,0.014173984,0.01562141,0.016333392,0.013502857,0.014084485,0.013233319,0.014422307,0.011314754,0.012106773,0.013507614,0.010768129,0.011066063,0.007405364,0.01401172,0.004045067,0.011533337,0.008738529,0.010786867,0.01369214,0.008613831,0.0011765412,0.008257115,0.0018491424,0.0021740263,0.008841751,0.011374941,0.011824753,0.003999806,0.006865155,0.009075675,0.012252279,0.010050156,0.011870549,0.0006121269,0.012061724,0.008430523,0.0030237483,0.0073268646,0.0016240333,0.0062771747,0.009838338,0.010752622,0.0034939009,0.00649614,-0.0056596273,0.007301037,0.008243759,-0.0021124156,0.012510071,0.012226141,0.007835726,0.008973891,0.009498186,0.004318501,0.0057942,0.0064943116,0.007938198,0.00781503,0.0052431505,0.009761474,0.008588554
EA,0.008928693,0.013989571,0.011917488,0.013577748,0.011931431,0.01447079,0.013129327,0.01302333,0.011933928,0.00951098,0.015199718,0.013971032,0.008589386,0.0123678865,0.010274511,0.0067300135,0.009879551,0.0130712865,0.012509003,0.012712875,0.013901662,0.014087001,0.012191838,0.011983807,0.011390038,0.014261134,0.011997942,0.014106003,0.013013747,0.013324781,0.012090576,0.013760393,0.01207771,0.009349832,0.012547494,0.004629907,0.015428075,0.014688738,0.0114291515,0.012933599,0.010447696,0.012000359,0.014095603,0.0074824137,0.011164693,0.010075191,0.014233016,0.015501506,0.016105385,0.013612975,0.0141892005,0.013171357,0.014446065,0.011329896,0.01206317,0.013509408,0.010792826,0.011351694,0.007892572,0.014125631,0.004092175,0.011607047,0.008767212,0.010947044,0.013811314,0.008908049,0.0017630993,0.008668702,0.0026321607,0.0025566635,0.009080849,0.01133287,0.011940376,0.0044106003,0.007344421,0.0095187295,0.01242423,0.010159767,0.011850381,0.00095890136,0.0121958675,0.008793459,0.0036521773,0.0076239984,0.0023539253,0.0067560533,0.010032684,0.010952044,0.0038245977,0.0070038307,-0.00516719,0.0077199303,0.008586965,-0.0012967486,0.012409693,0.012210839,0.008012848,0.009462301,0.009818809,0.0048519056,0.0061475113,0.007020381,0.008180029,0.008267984,0.0057361936,0.010029707,0.008928693
MTCH,0.006286288,0.009910035,0.008966377,0.010001665,0.009143733,0.009899502,0.009917319,0.008503594,0.008984608,0.0052818293,0.010397298,0.010049231,0.0064805085,0.008513454,0.007159559,0.0042775236,0.006240554,0.0091261715,0.008149158,0.00914213,0.01009325,0.009607226,0.007979221,0.008296199,0.007907396,0.010109101,0.008264672,0.009813517,0.009332615,0.0096128965,0.008107276,0.010200779,0.008366933,0.0064066593,0.0088110445,0.0045095594,0.010445516,0.010098515,0.0083101895,0.008859764,0.0072736265,0.0081436075,0.010302715,0.005694,0.008773889,0.0071127657,0.009788833,0.011154282,0.012065199,0.009048906,0.009653173,0.009582475,0.009749932,0.008080788,0.008564317,0.009777866,0.008365017,0.0073116915,0.0047037667,0.009858991,0.0040477403,0.007872296,0.006630947,0.007946091,0.0093539925,0.006122195,0.0011233734,0.0058260635,0.00097633107,0.0023851471,0.0073865945,0.008834486,0.008275371,0.0033541815,0.0050264886,0.0056793783,0.008117053,0.007108192,0.008697952,0.0014581792,0.008993822,0.0062515214,0.002683598,0.0053912853,0.0017385674,0.0042019896,0.007597337,0.0073480047,0.0036573522,0.004407579,-0.0014071062,0.005797228,0.0054826615,-3.1137373e-05,0.009997813,0.009360463,0.0059744343,0.0070876703,0.0069757537,0.0038402714,0.004997952,0.0052177645,0.0062636943,0.0062250956,0.003869709,0.0069779665,0.006286288
AVGO,0.00585296,0.010272629,0.008972057,0.0102421595,0.009100045,0.0105809225,0.010302359,0.00875524,0.008904529,0.0050078426,0.011395083,0.0101254815,0.0057609016,0.008508451,0.0067765955,0.0030625183,0.005897956,0.009312712,0.008443346,0.009286839,0.010076527,0.010058962,0.008288347,0.008237035,0.007894265,0.010546337,0.008556616,0.010115825,0.009760362,0.009847681,0.008198609,0.010779501,0.008172968,0.005961241,0.008676596,0.002512318,0.011233355,0.010603273,0.00799616,0.0086495355,0.0070043197,0.0078266915,0.010711309,0.004645541,0.008678316,0.006841586,0.009898384,0.011816687,0.01294467,0.009477705,0.009989856,0.009764661,0.010350832,0.007980898,0.008756946,0.010001478,0.007581206,0.007179673,0.004463082,0.010221828,0.0027711645,0.008065353,0.006434925,0.0076056365,0.009829281,0.005492244,-0.0006268262,0.0050214985,-0.0006632712,0.0007803121,0.0064420896,0.008633444,0.008487602,0.0017648479,0.0040945592,0.0054364903,0.008196964,0.0065770056,0.009029743,-0.00060309446,0.00884519,0.0057064416,0.0014861254,0.0045778994,0.00011086487,0.0033256495,0.007411081,0.007515056,0.0021252465,0.0037936047,-0.0043024267,0.0048031094,0.005383197,-0.0027087145,0.009961488,0.009482244,0.0058290125,0.0062504364,0.0063963784,0.0020813085,0.0037138052,0.004323384,0.0052600163,0.0056247297,0.0027528051,0.0068622073,0.00585296
IRDM,0.003529898,0.0072809495,0.0063122176,0.00734506,0.0064016785,0.0073730787,0.0076447893,0.005641969,0.0063834684,0.002223596,0.007951046,0.0071045943,0.0038194973,0.0056272876,0.004194079,0.001405797,0.003350485,0.0064094355,0.0054039657,0.006514067,0.0072339773,0.0070034526,0.005275457,0.0055112448,0.0052147415,0.0074032163,0.0058357334,0.0071315635,0.006898905,0.006957479,0.0053116,0.008113046,0.005484186,0.003941794,0.005878262,0.0016422849,0.007909914,0.007263599,0.0056244023,0.0057585416,0.0045713955,0.0049910005,0.00781367,0.0028906655,0.0060927854,0.0045008934,0.006870771,0.008579393,0.009891436,0.0062422035,0.0068520326,0.0069185114,0.007061378,0.005311054,0.005997684,0.007190831,0.0053490815,0.0042193457,0.0019355458,0.007185865,0.0015737361,0.005260486,0.0043586157,0.0051062815,0.006648437,0.0032784203,-0.001721239,0.0028595952,-0.0021290248,-0.00035178522,0.004545245,0.006406536,0.0057338485,0.00068003545,0.002022714,0.0028230352,0.005156898,0.004294794,0.006384781,-0.0014575738,0.0063456977,0.0037466967,-0.00026471866,0.0029231026,-0.001065148,0.0012638476,0.005224763,0.005121975,0.0010410091,0.0017122538,-0.0036062868,0.0028477502,0.0031060297,-0.003210132,0.0074327327,0.0072095688,0.0037209522,0.0041480656,0.004430683,0.0009225025,0.002176086,0.0024547204,0.0035704006,0.0038974308,0.0011924137,0.0042990106,0.003529898
SPSC,0.008505386,0.013250785,0.011665683,0.013037155,0.011673096,0.013581264,0.01291129,0.011888431,0.011442441,0.008142723,0.014386126,0.013190933,0.008108656,0.01151026,0.009587405,0.005454356,0.008902523,0.012254112,0.01158042,0.01218805,0.01310588,0.013229857,0.011217705,0.0112043265,0.0108601805,0.0135303615,0.011231048,0.013191374,0.012577729,0.012735539,0.011164588,0.013355129,0.011106422,0.008364275,0.011606629,0.00415741,0.014465953,0.013816654,0.010589921,0.011721837,0.009757397,0.010848425,0.013582779,0.0068914434,0.010935706,0.009583973,0.01311862,0.014771211,0.015647966,0.012547106,0.013230073,0.012603049,0.01349864,0.010847998,0.011405557,0.013005601,0.010065626,0.010295448,0.00709855,0.013261902,0.004310178,0.010830875,0.008432865,0.010309492,0.013040568,0.008111887,0.0014572963,0.0075846156,0.0018367236,0.0026227136,0.008703445,0.010945578,0.011371102,0.0038610548,0.0067357626,0.008449888,0.0114131775,0.009229617,0.011451879,0.0008972285,0.011510217,0.008165368,0.0038107606,0.006826261,0.0023066262,0.0059330156,0.009743786,0.010143768,0.0037636342,0.006380114,-0.0039985073,0.007183549,0.007992216,-0.0012296475,0.012380233,0.011849937,0.008126074,0.008902349,0.00890369,0.0042550485,0.0060168463,0.0067452667,0.0075228987,0.007954677,0.0049883556,0.009569485,0.008505386
TSLA,0.0013465551,0.0041012177,0.0039836047,0.004418998,0.0030754,0.0041526402,0.0055017597,0.002565158,0.003968259,-0.0006530876,0.004296959,0.0036886008,0.0025161076,0.0027677044,0.0016563283,-0.00038791867,0.0006780629,0.003160499,0.0024391348,0.0039438396,0.0045215436,0.0038938546,0.0019750982,0.0027813246,0.0023593456,0.004264942,0.0034141233,0.0040232735,0.0039542234,0.0045351577,0.0025773868,0.0054520066,0.0025902912,0.0017448738,0.0031354101,0.0012357533,0.0041379565,0.0035681566,0.0034564277,0.0024217237,0.0026949407,0.0017638896,0.0048664487,0.0012501436,0.0031811367,0.0022748173,0.0037021227,0.0051244027,0.0063865376,0.0031469418,0.0038885619,0.0042300206,0.00360699,0.0033272062,0.0028992859,0.004646208,0.003324401,0.0013324223,-0.0013070749,0.003744427,0.0014420082,0.0027397084,0.0022133514,0.0026305285,0.0034344979,0.001462616,-0.0023700453,0.0008431962,-0.0038886885,-0.00083123427,0.0025704298,0.0040960433,0.00299482,0.00034995936,0.0006403588,0.0001929598,0.0020661978,0.0022814707,0.003433384,-0.0018022868,0.0036503393,0.0017522736,-0.0022856083,0.0014284458,-0.0024165197,-0.0006313822,0.0033034924,0.0028315336,0.000215573,-0.0009930464,-0.0029342326,0.0005450272,0.00040205615,-0.0040277573,0.005204893,0.0051777796,0.0019679572,0.0022433838,0.0026477762,0.00024203723,0.0012200228,0.00014145719,0.0023292908,0.001505597,-0.00049753767,0.0018179948,0.0013465551
NXPI,0.004985937,0.00988771,0.008256441,0.009688081,0.007815251,0.010565875,0.00989132,0.008760723,0.0081862705,0.00483982,0.011441045,0.009441229,0.004994883,0.008128828,0.0060570827,0.0022690604,0.0053567784,0.008814547,0.008376728,0.008822296,0.009553806,0.009932473,0.0080044465,0.007763681,0.007173592,0.010294731,0.008462319,0.009913544,0.009259459,0.009602387,0.007974941,0.01040934,0.0076408293,0.0053777825,0.008266743,0.0007421323,0.011168622,0.010306356,0.0074294107,0.008071139,0.0066419067,0.007170329,0.010270996,0.0034533488,0.00741975,0.006142008,0.009692242,0.011534822,0.012464012,0.009542622,0.009955352,0.009324685,0.010330463,0.0075595304,0.008154275,0.0096018445,0.0066264337,0.0069056386,0.0035259137,0.009823899,0.0012320369,0.007858212,0.0054903645,0.0067879343,0.00965137,0.00489108,-0.0020756682,0.0043792045,-0.0019828705,-0.0008960911,0.0049674404,0.007674047,0.008029176,0.0006762361,0.0033871215,0.005152205,0.007959462,0.006079493,0.008246981,-0.0025557196,0.008077067,0.0048519904,-0.00037987996,0.0038090074,-0.0017084633,0.0025254274,0.006583571,0.007320582,0.0003460343,0.0026353411,-0.007904094,0.003366143,0.0047050463,-0.0054602814,0.008948076,0.008901361,0.0048535606,0.005232243,0.0058678985,0.0007120222,0.0023532705,0.0028160457,0.0043489174,0.0043172264,0.0016522128,0.006169293,0.004985937
PACB,0.0045060953,0.0080849305,0.007754666,0.008418209,0.0073829005,0.008118483,0.009044054,0.006150895,0.007568038,0.0024157362,0.008605325,0.0077948254,0.0052440334,0.006358713,0.0050749667,0.0017988486,0.0038768211,0.0070492253,0.006033981,0.00755627,0.008185719,0.007647305,0.005771444,0.006259843,0.0060668103,0.008254281,0.006723907,0.007674981,0.00784133,0.008160675,0.006089283,0.009094979,0.006076267,0.0045185443,0.006623041,0.0031341137,0.008320267,0.007813228,0.006624816,0.006123513,0.0056474274,0.0054980516,0.008762478,0.0039174925,0.0075774584,0.0055127856,0.007316177,0.009381891,0.010819643,0.0067995815,0.0074845096,0.007976857,0.007605506,0.006643111,0.0068647983,0.008254556,0.0064525492,0.0047814017,0.0024568364,0.0077180583,0.00391737,0.0062252907,0.0057023373,0.006083696,0.007310791,0.004194652,-0.00048756553,0.0034931693,-0.0016721319,0.001430956,0.0057435078,0.0076432256,0.0066260574,0.0019641463,0.0030769813,0.0032244623,0.005668549,0.005143418,0.0074962424,0.00038851658,0.00716657,0.0045203585,0.0010338542,0.0038105883,-6.968202e-05,0.0020546895,0.006541929,0.005836867,0.002706606,0.0023021214,-0.000982888,0.003742959,0.0037276433,-0.0018702806,0.009137939,0.008407212,0.005297506,0.005012071,0.0050937887,0.002056982,0.0036818264,0.0033125654,0.0046947217,0.004517623,0.0019186507,0.0052448576,0.0045060953
PRLB,0.0063437633,0.01022906,0.009019715,0.010213567,0.009324656,0.010264617,0.010025419,0.008841016,0.009099946,0.0056293895,0.010808379,0.010350972,0.0064250696,0.008749409,0.0072816685,0.004457717,0.006506509,0.009451952,0.008456759,0.009320212,0.010334273,0.009969293,0.008335146,0.008533853,0.008126415,0.010374405,0.008483343,0.010167478,0.0095752645,0.009774548,0.008343259,0.01045872,0.008636812,0.006645594,0.009036932,0.0042548636,0.010934246,0.010473082,0.0084873475,0.00923118,0.0073700896,0.00847348,0.010550366,0.005692504,0.008865917,0.0072446675,0.010162891,0.011505819,0.012445749,0.009358268,0.009972309,0.009768393,0.010138314,0.008146611,0.008838463,0.009976981,0.008394125,0.0075536547,0.005000023,0.010251813,0.0036628451,0.008067212,0.006708702,0.008084063,0.009676622,0.006186208,0.00088550453,0.0059324484,0.0009880625,0.0020553225,0.007373313,0.008974638,0.008513995,0.0032014633,0.0049437867,0.005944779,0.008432681,0.0072480524,0.008934426,0.0010671462,0.0092241,0.0063976217,0.0025257538,0.0054899156,0.0015854635,0.0042566564,0.0076528406,0.0076356623,0.0034036734,0.0046231123,-0.0021094512,0.0058485246,0.0057450696,-0.00040070992,0.00998404,0.009510292,0.005941402,0.0071242373,0.0071539916,0.003724581,0.004807345,0.0052629556,0.006240543,0.006398322,0.0039456314,0.007100447,0.0063437633
FB,0.0074105253,0.012304113,0.010639578,0.012113846,0.010822536,0.012648788,0.011999139,0.010910316,0.010515899,0.0069989823,0.013539859,0.012265462,0.007071906,0.010503756,0.008530764,0.0044690315,0.0077587664,0.011297233,0.01054238,0.011185455,0.012106566,0.012234607,0.010260973,0.010191719,0.009786931,0.012622067,0.010313329,0.012300998,0.0116359955,0.011754654,0.010121486,0.012546684,0.010137149,0.007457366,0.010638796,0.0031818254,0.01353898,0.012887143,0.009653697,0.010777054,0.008705786,0.009836275,0.012683048,0.005909569,0.01000686,0.008543576,0.012180538,0.013926181,0.014879471,0.011619754,0.01224728,0.01166342,0.012590819,0.00974591,0.01047998,0.011984469,0.009137445,0.009245058,0.0060017304,0.012368874,0.0031673547,0.00982029,0.007548319,0.009294417,0.012025047,0.007057825,0.00017988589,0.0065915883,0.00058118347,0.0014033092,0.007754808,0.010091266,0.010334476,0.0027507497,0.005634435,0.007335224,0.010347909,0.008234547,0.010526778,-0.00023270166,0.0106179295,0.0071711047,0.0025676745,0.005846449,0.001104183,0.004762723,0.0088052135,0.009206598,0.0027344113,0.0052541727,-0.00515171,0.0061646886,0.0069525857,-0.0023077223,0.011453903,0.0110232625,0.0070202798,0.007939908,0.008015648,0.0031787227,0.0048534507,0.005669506,0.006526505,0.007040533,0.003948136,0.008513878,0.0074105253
SPLK,0.003880079,0.006890066,0.006717998,0.0072591603,0.0067923665,0.0067080986,0.007945723,0.005006522,0.006551194,0.0014480362,0.0071846675,0.0069260225,0.0044232793,0.00536556,0.0042884024,0.0012719557,0.0030039772,0.0059623104,0.004909452,0.006571081,0.0071674567,0.0064749094,0.004667326,0.0053603835,0.005292193,0.0071181357,0.0055434857,0.006670445,0.006824374,0.006961582,0.0049491785,0.0079813115,0.005222952,0.0037136744,0.0056366585,0.0029433146,0.0070035867,0.0067542,0.005616783,0.0052363705,0.004719828,0.0045220964,0.007711307,0.003472616,0.006343337,0.004800339,0.0063136294,0.008088953,0.00942841,0.0056562936,0.0064200955,0.0069145337,0.0063954834,0.005608755,0.0056510116,0.0072206687,0.0057220994,0.003903862,0.0015328415,0.006684375,0.0031241886,0.0050101313,0.004648755,0.0052445056,0.00622541,0.0034787157,-0.0006512848,0.0028842762,-0.0017619496,0.0011533748,0.0052903,0.00671445,0.005571871,0.0016714195,0.0027524065,0.0023951074,0.0046431795,0.004266742,0.006203314,0.00016354583,0.00633958,0.0039202524,0.00095476885,0.0031184927,0.00012557628,0.0014060037,0.005739929,0.0047791637,0.0023727892,0.0016742093,-0.0006231852,0.0033348328,0.002890855,-0.0011620156,0.008176734,0.0074472777,0.004430232,0.0048361733,0.0045164726,0.0019584773,0.003379675,0.0030648345,0.004110097,0.0042754137,0.0014792653,0.0044358503,0.003880079
IOVA,0.0007751265,0.00332595,0.0030124872,0.0035275612,0.0032136277,0.0030972213,0.00404807,0.001776095,0.003431357,-0.0007971092,0.0030387486,0.0034377454,0.0022504507,0.0020954832,0.0012882524,0.00088939955,0.0007501771,0.0026538223,0.0014828783,0.0030677668,0.004097521,0.0029742317,0.0015131123,0.0022391607,0.002083493,0.0031806743,0.0023662937,0.0032450785,0.0030763065,0.0032449174,0.001919942,0.0043233843,0.0025392794,0.0022449968,0.0026013101,0.002952094,0.003304998,0.0028702822,0.0034063389,0.002741565,0.0020065447,0.0020424756,0.003884086,0.0018310403,0.0030980543,0.0020145802,0.0031062327,0.004120653,0.0054447805,0.0021875934,0.0028231926,0.0032295096,0.002529629,0.0021576085,0.0024476084,0.0035586674,0.003320824,0.0008218293,-0.0007178881,0.0032833465,0.0015626356,0.0018966077,0.0023760279,0.002458375,0.0024179588,0.001343606,-0.0016475646,0.0013877302,-0.0027457958,-0.00021162606,0.003249486,0.0039884155,0.002227501,0.0010085236,0.00031340006,2.4914276e-05,0.0014047204,0.00216498,0.0030820277,-0.00045396073,0.0035872138,0.0019221497,-0.0017989613,0.002008282,-0.0016119841,-0.0003008903,0.00298092,0.0024148403,0.0013085727,-0.00011140434,-0.0001727785,0.001497054,0.0003523277,-0.0015530754,0.0042917607,0.004474452,0.0012890825,0.002272863,0.0027304082,0.001265449,0.0011076627,0.0005907926,0.002438136,0.0017990372,0.0003485107,0.000976833,0.0007751265
